"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://knightlogics.com/videoforge","text/html; charset=utf-8","200","OK","Indexable","","VideoForge Studio | Knight Logics","33","300","VideoForge Studio by Knight Logics: Windows-first local video production app for ranked videos with FFmpeg rendering, overlays, optional narration, and export-ready output.","172","1071","VideoForge Studio, ranked video generator, local rendering app, FFmpeg workflow, Shorts automation, Knight Logics","113","VideoForge Studio","17","Upload, sequence, render, export.","33","Official Demo Video Coming Soon","31","","","","https://knightlogics.com/videoforge","","","","","","19778","4829","4829","1.850","","585","101","5.792","42.313","Hard","21.406","0","0","","7","7","0","21.880","5","2","0","5","3","0","","","","","89e57dba0038c778c99eaa0da2f5ab5","0.048","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/videoforge","2026-05-11 23:33:19"
"https://knightlogics.com/pixelforge-ai","text/html; charset=utf-8","200","OK","Indexable","","PixelForge AI | Knight Logics","29","254","PixelForge AI by Knight Logics: Windows desktop video upscaling app for local enhancement, restoration, compare previews, ETA estimation, and direct GitHub-powered updates.","172","1095","PixelForge AI, video upscaling, AI video enhancer, Real-ESRGAN Windows app, RealSR upscaling, Waifu2x upscaling, RIFE frame interpolation, video restoration, Vulkan GPU, Knight Logics, v11b upscaling app","203","PixelForge AI","13","Preview first. Commit later.","28","Built For Real Video Cleanup","28","","","","https://knightlogics.com/pixelforge-ai","","","","","","21653","5392","5392","2.066","","644","110","5.855","54.156","Fairly Hard","20.253","0","0","","5","5","0","15.630","5","2","0","5","4","0","","","","","e0bcd72b58f74c44afe83813e896a3ff","0.011","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/pixelforge-ai","2026-05-11 23:33:21"
"https://knightlogics.com/pricing/index.html","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Tampa Bay Web Design, SEO & Automation Pricing | Knight Logics","62","587","Compare Tampa Bay web design, local SEO, Google Business Profile, e-commerce, CRM, and automation pricing from Knight Logics. Starter websites from $500, local launch packages from $1,997, and monthly visibility plans from $197/mo.","231","1479","tampa web design pricing, tampa website cost, local SEO pricing Tampa, google business profile pricing, e-commerce website cost Tampa Bay, CRM setup small business, automation pricing Tampa Bay, Knight Logics pricing","216","Tampa Bay Web Design, Local SEO & Automation Pricing","52","Website Packages","16","E-Commerce & Product Stores","27","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/pricing","","","","","","139667","23418","23418","8.971","","2626","491","5.348","65.550","Normal","12.543","0","1","","6","1","0","3.130","31","26","0","2","2","0","","","","","b2efb915587f1c85c920d35334413a79","0.016","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/pricing/index.html","2026-05-11 23:33:21"
"https://knightlogics.com/pricing.html","text/html; charset=utf-8","200","OK","Non-Indexable","Redirected","Redirecting to Pricing | Knight Logics","38","327","Compare Tampa Bay web design, local SEO, Google Business Profile, e-commerce, CRM, and automation pricing from Knight Logics. Starter websites from $500, local launch packages from $1,997, and monthly visibility plans from $197/mo.","231","1479","tampa web design pricing, tampa website cost, local SEO pricing Tampa, google business profile pricing, e-commerce website cost Tampa Bay, CRM setup small business, automation pricing Tampa Bay, Knight Logics pricing","216","Tampa Bay Web Design, Local SEO & Automation Pricing","52","Website Packages","16","E-Commerce & Product Stores","27","noindex,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","0; url=https://knightlogics.com/pricing","https://knightlogics.com/pricing","","","","","","140370","23672","23672","9.068","","2660","496","5.363","65.650","Normal","12.483","0","0","","6","1","0","3.130","31","26","0","2","2","0","","","","","662d27cb5206e2dbfa77b0576c1dc61f","0.013","Tue, 12 May 2026 03:16:12 GMT","https://knightlogics.com/pricing","Meta Refresh Redirect","","en","1.1","","","","","","https://knightlogics.com/pricing.html","2026-05-11 23:33:21"
"https://knightlogics.com/pricing","text/html; charset=utf-8","200","OK","Non-Indexable","noindex","Redirecting to Pricing | Knight Logics","38","327","Compare Tampa Bay web design, local SEO, Google Business Profile, e-commerce, CRM, and automation pricing from Knight Logics. Starter websites from $500, local launch packages from $1,997, and monthly visibility plans from $197/mo.","231","1479","tampa web design pricing, tampa website cost, local SEO pricing Tampa, google business profile pricing, e-commerce website cost Tampa Bay, CRM setup small business, automation pricing Tampa Bay, Knight Logics pricing","216","Tampa Bay Web Design, Local SEO & Automation Pricing","52","Website Packages","16","E-Commerce & Product Stores","27","noindex,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","0; url=https://knightlogics.com/pricing","https://knightlogics.com/pricing","","","","","","140370","23672","23672","9.068","","2660","496","5.363","65.650","Normal","12.483","0","0","","14","8","0","25.000","31","26","0","2","2","0","","","","","662d27cb5206e2dbfa77b0576c1dc61f","0.012","Tue, 12 May 2026 03:16:12 GMT","https://knightlogics.com/pricing","Meta Refresh Redirect","","en","1.1","","","","","","https://knightlogics.com/pricing","2026-05-11 23:33:21"
"https://knightlogics.com/display-control-plus.html","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Display Control+ | Knight Logics","32","281","Display Control+ by Knight Logics: professional Windows utility for per-monitor OLED/LCD protection with tray controls, idle detection modes, and persistent overlay workflows.","175","1082","Display Control+, OLED protection app, Windows multi-monitor utility, tray app, idle detection, burn-in prevention, Knight Logics","129","Display Control+","16","Protect idle screens. Keep active screens untouched.","52","Introduction Video Coming Soon","30","","","","https://knightlogics.com/display-control-plus","","","","","","20545","4932","4932","1.889","","600","115","5.217","33.185","Hard","21.877","0","0","","0","0","0","0.000","5","2","0","5","3","0","","","","","eaef090cb09266c6e4e7137750ce3b32","0.013","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/display-control-plus.html","2026-05-11 23:33:21"
"https://knightlogics.com/display-control-plus","text/html; charset=utf-8","200","OK","Indexable","","Display Control+ | Knight Logics","32","281","Display Control+ by Knight Logics: professional Windows utility for per-monitor OLED/LCD protection with tray controls, idle detection modes, and persistent overlay workflows.","175","1082","Display Control+, OLED protection app, Windows multi-monitor utility, tray app, idle detection, burn-in prevention, Knight Logics","129","Display Control+","16","Protect idle screens. Keep active screens untouched.","52","Introduction Video Coming Soon","30","","","","https://knightlogics.com/display-control-plus","","","","","","20545","4932","4932","1.889","","600","115","5.217","33.185","Hard","21.877","0","0","","6","3","0","9.380","5","2","0","5","3","0","","","","","eaef090cb09266c6e4e7137750ce3b32","0.012","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/display-control-plus","2026-05-11 23:33:21"
"https://knightlogics.com/contact.html","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Contact Knight Logics | Tampa Bay Web Design, SEO & Automation","62","595","Contact Knight Logics for Tampa Bay web design, local SEO, Google Business Profile optimization, e-commerce, or automation help. Free consultation and direct response within 24 hours.","183","1152","contact web designer Tampa Bay, local SEO consultant Tampa, Google Business Profile help Tampa, automation developer Tampa Bay, free website consultation, Knight Logics contact","176","Contact Knight Logics — Tampa Bay Web Design & SEO","50","Request a Free Consultation","27","Popular Starting Packages","25","","","","https://knightlogics.com/contact","","","","","","29616","7218","7218","2.765","","748","124","6.032","68.157","Normal","17.846","0","0","","1","1","0","3.130","5","4","0","5","5","0","","","","","4f47f70a45e824a60778f17e3f5a2016","0.014","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/contact.html","2026-05-11 23:33:21"
"https://knightlogics.com/contact","text/html; charset=utf-8","200","OK","Indexable","","Contact Knight Logics | Tampa Bay Web Design, SEO & Automation","62","595","Contact Knight Logics for Tampa Bay web design, local SEO, Google Business Profile optimization, e-commerce, or automation help. Free consultation and direct response within 24 hours.","183","1152","contact web designer Tampa Bay, local SEO consultant Tampa, Google Business Profile help Tampa, automation developer Tampa Bay, free website consultation, Knight Logics contact","176","Contact Knight Logics — Tampa Bay Web Design & SEO","50","Request a Free Consultation","27","Popular Starting Packages","25","","","","https://knightlogics.com/contact","","","","","","29616","7218","7218","2.765","","748","124","6.032","68.157","Normal","17.846","0","0","","58","23","0","71.880","5","4","0","5","5","0","","","","","4f47f70a45e824a60778f17e3f5a2016","0.014","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/contact","2026-05-11 23:33:21"
"https://knightlogics.com/case-study-screen-team.html","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Growth System Case Study — Screen Team LLC | Knight Logics","58","563","Case study: ScreenTeamLLC.com — Growth System build by Knight Logics. Tampa Bay screen repair website with CRM, email automation, social systems, and directory foundation.","171","1111","","0","Growth System — Screen Team LLC","31","Service depth + operational automation for Tampa Bay screen repair","66","Complete Growth System — CRM, Email, Social, and Directories","60","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-screen-team","","","","","","36917","8017","8017","3.071","","1174","197","5.959","54.790","Fairly Hard","21.199","0","0","","0","0","0","0.000","4","3","0","3","3","0","","","","","3a22f69f1d64c7a8665022873024cbdb","0.012","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-screen-team.html","2026-05-11 23:33:21"
"https://knightlogics.com/case-study-screen-team","text/html; charset=utf-8","200","OK","Indexable","","Growth System Case Study — Screen Team LLC | Knight Logics","58","563","Case study: ScreenTeamLLC.com — Growth System build by Knight Logics. Tampa Bay screen repair website with CRM, email automation, social systems, and directory foundation.","171","1111","","0","Growth System — Screen Team LLC","31","Service depth + operational automation for Tampa Bay screen repair","66","Complete Growth System — CRM, Email, Social, and Directories","60","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-screen-team","","","","","","36917","8017","8017","3.071","","1174","197","5.959","54.790","Fairly Hard","21.199","0","0","","3","3","0","9.380","4","3","0","3","3","0","","","","","3a22f69f1d64c7a8665022873024cbdb","0.013","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-screen-team","2026-05-11 23:33:21"
"https://knightlogics.com/case-study-knight-logics.html","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Portfolio Website & Local SEO Case Study — KnightLogics.com | Knight Logics","75","694","Case study: KnightLogics.com — my own portfolio website built to demonstrate everything I offer: 95 Desktop Performance, 100 Accessibility, rich results, and full technical SEO.","177","1085","","0","Portfolio & Local SEO — KnightLogics.com","40","A Portfolio That Practices What It Preaches","43","Indexed & Verified","18","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-knight-logics","","","","","","34413","7215","7215","2.764","","538","99","5.434","63.254","Normal","10.292","0","0","","0","0","0","0.000","6","4","0","4","4","0","","","","","746328696a43685fbef4bba4ccaae771","0.010","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-knight-logics.html","2026-05-11 23:33:21"
"https://knightlogics.com/case-study-knight-logics","text/html; charset=utf-8","200","OK","Indexable","","Portfolio Website & Local SEO Case Study — KnightLogics.com | Knight Logics","75","694","Case study: KnightLogics.com — my own portfolio website built to demonstrate everything I offer: 95 Desktop Performance, 100 Accessibility, rich results, and full technical SEO.","177","1085","","0","Portfolio & Local SEO — KnightLogics.com","40","A Portfolio That Practices What It Preaches","43","Indexed & Verified","18","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-knight-logics","","","","","","34413","7215","7215","2.764","","538","99","5.434","63.254","Normal","10.292","0","0","","0","0","0","0.000","6","4","0","4","4","0","","","","","746328696a43685fbef4bba4ccaae771","0.013","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-knight-logics","2026-05-11 23:33:21"
"https://knightlogics.com/case-study-knight-group.html","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Growth System Case Study — KnightGroup.com | Knight Logics","58","560","Case study: KnightGroup.com — Growth System build by Knight Logics combining a local-service website, booking flow, SEO, and supporting operations workflows.","157","1008","","0","Growth System — Knight Group","28","A local service site tied to a broader growth and operations system","67","The Systems That Make the Website Convert","41","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-knight-group","","","","","","50661","10084","10084","3.863","","1399","241","5.805","55.871","Fairly Hard","18.342","0","0","","0","0","0","0.000","5","3","0","5","5","0","","","","","56279b04a07b1e985834d9afd2c005d4","0.014","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-knight-group.html","2026-05-11 23:33:21"
"https://knightlogics.com/case-study-knight-group","text/html; charset=utf-8","200","OK","Indexable","","Growth System Case Study — KnightGroup.com | Knight Logics","58","560","Case study: KnightGroup.com — Growth System build by Knight Logics combining a local-service website, booking flow, SEO, and supporting operations workflows.","157","1008","","0","Growth System — Knight Group","28","A local service site tied to a broader growth and operations system","67","The Systems That Make the Website Convert","41","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-knight-group","","","","","","50661","10084","10084","3.863","","1399","241","5.805","55.871","Fairly Hard","18.342","0","0","","3","3","0","9.380","5","3","0","5","5","0","","","","","56279b04a07b1e985834d9afd2c005d4","0.012","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-knight-group","2026-05-11 23:33:21"
"https://knightlogics.com/case-study-jns.html","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Local Launch Plus Case Study — JNSBuilds.com | Knight Logics","60","564","Case study: JNSBuilds.com — Local Launch Plus build by Knight Logics with 11 pages, FAQPage schema, analytics, and full technical SEO foundations.","146","932","","0","Local Launch Plus — JNS Construction","36","Why This Sits in the $2,997+ Range","34","A deeper contractor launch with page depth, trust pages, and search-ready structure","83","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-jns","","","","","","46455","9109","9109","3.489","","941","183","5.142","63.792","Normal","13.226","0","0","","0","0","0","0.000","5","3","0","5","5","0","","","","","9482c410738bd3ff9738d7634b9e0e91","0.012","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-jns.html","2026-05-11 23:33:21"
"https://knightlogics.com/case-study-jns","text/html; charset=utf-8","200","OK","Indexable","","Local Launch Plus Case Study — JNSBuilds.com | Knight Logics","60","564","Case study: JNSBuilds.com — Local Launch Plus build by Knight Logics with 11 pages, FAQPage schema, analytics, and full technical SEO foundations.","146","932","","0","Local Launch Plus — JNS Construction","36","Why This Sits in the $2,997+ Range","34","A deeper contractor launch with page depth, trust pages, and search-ready structure","83","index,follow,max-image-preview:large,max-snippet:-1,max-video-preview:-1","","","https://knightlogics.com/case-study-jns","","","","","","46455","9109","9109","3.489","","941","183","5.142","63.792","Normal","13.226","0","0","","3","3","0","9.380","5","3","0","5","5","0","","","","","9482c410738bd3ff9738d7634b9e0e91","0.015","Tue, 12 May 2026 03:16:12 GMT","","","","en","1.1","","","","","","https://knightlogics.com/case-study-jns","2026-05-11 23:33:21"
